filepath,label,language,speaker,source,tool,condition,split,utt_id
${DATA_ROOT}/clips/e5c663109d089e2bb264.wav,spoof,hi-en,634568,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/dde6ad985913848d1f96.wav,spoof,hi-en,539354,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/084d5702f56451f4fa0f.wav,spoof,hi-en,539226,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/1dd0a5664251002daf4e.wav,spoof,hi-en,893273,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/c87ca3857d33ff1f60d7.wav,spoof,hi-en,996368,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/56c525a1c9ed086d9d47.wav,spoof,hi-en,205240,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/ccd9f2819ea6d25390f9.wav,spoof,hi-en,541304,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/71efcfc66685663c33d1.wav,spoof,hi-en,850754,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/e2f1092778ad404d3012.wav,spoof,hi-en,457295,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/65644c7748b69bdf01ef.wav,spoof,hi-en,186783,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/8334bbb573fb948540d1.wav,spoof,hi-en,893273,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/3efb846438c2f72967a6.wav,spoof,hi-en,539226,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/90be20f9345a4783e42c.wav,spoof,hi-en,870582,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/3fc7a84734d036a0901e.wav,spoof,hi-en,457295,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/7746da82c7e301fea621.wav,spoof,hi-en,106718,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/217867d59c5b16363fd8.wav,spoof,hi-en,177570,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/75d6312c580e034930ea.wav,spoof,hi-en,584991,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/7aa8de5e5dafdb0f7319.wav,spoof,hi-en,975912,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/93fbc4e8a9c901a9c80a.wav,spoof,hi-en,705494,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/f8600a4a3120386f5a07.wav,spoof,hi-en,634568,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/127594f1dae3af903dc0.wav,spoof,hi-en,634568,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/0f2df06d0a0649e58092.wav,spoof,hi-en,322882,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/2a9cf564adf4a9191bc0.wav,spoof,hi-en,912184,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/4c29e1d1ef384567e574.wav,spoof,hi-en,975912,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/8ff9dc17652f4e6fff99.wav,spoof,hi-en,106718,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/b183333c8769b3774353.wav,spoof,hi-en,870582,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/8ab1770f87cfd640fe3e.wav,spoof,hi-en,539226,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/e8ce63b1a6e51d8902bd.wav,spoof,hi-en,177570,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/1027e1cc8c389a4e5477.wav,spoof,hi-en,539226,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/1373c660a507d8edde2d.wav,spoof,hi-en,186783,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/5e5b919ad635ebaf3fcf.wav,spoof,hi-en,177570,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/f6dc4016a6dbe547812f.wav,spoof,hi-en,797767,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/6208155a2815fdf396b3.wav,spoof,hi-en,797767,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/247895af3268a26ab81c.wav,spoof,hi-en,975912,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/f018dd58c93f25992595.wav,spoof,hi-en,539354,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/3f09be3868d44fcb53ab.wav,spoof,hi-en,413057,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/dc465321cec0f2378172.wav,spoof,hi-en,205240,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/8b310a96246d735d604b.wav,spoof,hi-en,903756,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/89343b05b6a52e5af0c6.wav,spoof,hi-en,975912,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/1239dda30cbedc1ede91.wav,spoof,hi-en,106718,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/35c7e3e4929093b85b3b.wav,spoof,hi-en,987461,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/d3d83de3f04125220f1d.wav,spoof,hi-en,186783,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/f31d47d9b12f782bc780.wav,spoof,hi-en,903756,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/58bb67e0fda622ff5376.wav,spoof,hi-en,870582,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/cbf4a442433943df2cc3.wav,spoof,hi-en,987461,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/140d79bba98bda1b75be.wav,spoof,hi-en,539354,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/681e4e94a61bbe0bcec2.wav,spoof,hi-en,996368,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/5615bb024887dece6bd2.wav,spoof,hi-en,457295,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/9b322cc60c0f5f758573.wav,spoof,hi-en,912184,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/9f2d3c0f5c4faaf98c47.wav,spoof,hi-en,797767,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/0c352cb42629e0082cc5.wav,spoof,hi-en,539226,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/250d39e3115e007d8686.wav,spoof,hi-en,797767,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/e05e79a98cd08a208565.wav,spoof,hi-en,893273,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/1572cbbf8ef3d1617e2f.wav,spoof,hi-en,912184,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/599c910349a5260e93d1.wav,spoof,hi-en,634568,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/27a739b129f6507ccb16.wav,spoof,hi-en,457295,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/13d407ee67de83a49846.wav,spoof,hi-en,850754,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/cec1800694fe61417446.wav,spoof,hi-en,457295,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/11bed0424591cc723772.wav,spoof,hi-en,584991,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/efbf08abcff57fce5049.wav,spoof,hi-en,797767,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/6f9f32ac6e3c78914156.wav,spoof,hi-en,912184,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/6407229227f6ce15222e.wav,spoof,hi-en,903756,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/fcb131be56eefbcb6ed5.wav,spoof,hi-en,912184,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/7f83474985f0e8f6aa40.wav,spoof,hi-en,541304,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/886ed5bd606a61308fba.wav,spoof,hi-en,541304,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/78e1c91fa7d5ff96451c.wav,spoof,hi-en,413057,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/d12ee06c812474f6dc91.wav,spoof,hi-en,903756,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/fe2fa700a24ca5c5eb6c.wav,spoof,hi-en,870582,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/5b11ffdb4ebb64890ce7.wav,spoof,hi-en,903756,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/248f5a3d38db86348b8e.wav,spoof,hi-en,705494,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/98f4024b9e03da2d17a0.wav,spoof,hi-en,205240,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/fa1403ac36aa73087873.wav,spoof,hi-en,705494,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/a055a8f5176628db6c3c.wav,spoof,hi-en,975912,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/64ceb17c6ae9dae266bd.wav,spoof,hi-en,205240,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/db274a37d86940c19e47.wav,spoof,hi-en,539226,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/8eef3c8483d81ba1dbf1.wav,spoof,hi-en,975912,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/89b4426edc372e056a01.wav,spoof,hi-en,539226,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/b386fe770b23a8e96796.wav,spoof,hi-en,876898,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/1bc3d766edcb7890884e.wav,spoof,hi-en,584991,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/8dbaf9041057087f0528.wav,spoof,hi-en,876898,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/d363e93507736f0c951c.wav,spoof,hi-en,413057,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/c63f6b46b39f3baf59b5.wav,spoof,hi-en,705494,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/9048bd4b2de8b007948f.wav,spoof,hi-en,186783,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/15e82a3922524c4f1504.wav,spoof,hi-en,903756,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/e7bbe847f7d453f873ac.wav,spoof,hi-en,457295,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/353327571bfbaebe5223.wav,spoof,hi-en,142970,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/f4a45d6fc56ed171407d.wav,spoof,hi-en,876898,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/14c5261018d815dad593.wav,spoof,hi-en,539354,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/0af1d0bec639fb58da9a.wav,spoof,hi-en,975912,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/0fe80d99c1a8ee7a8ce3.wav,spoof,hi-en,705494,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/e39ca8771db17766eb0d.wav,spoof,hi-en,870582,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/202c055a24dd35e70b66.wav,spoof,hi-en,106718,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/b70ce50257265beebe9c.wav,spoof,hi-en,539226,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/8975a8ddf5a1a696738e.wav,spoof,hi-en,996368,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/dccea4b38591ef1ecb90.wav,spoof,hi-en,797767,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/be01313330e8d58f4d63.wav,spoof,hi-en,541304,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/cbfcb2be7ac596e103cf.wav,spoof,hi-en,893273,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/d53d59d9e8a0c145facc.wav,spoof,hi-en,893273,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/4feff83e83b318c353f7.wav,spoof,hi-en,142970,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/4ac4021d622952b3303b.wav,spoof,hi-en,413057,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/c41bc57fc743f57e8977.wav,spoof,hi-en,975912,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/486c9d1da541753c9454.wav,spoof,hi-en,893273,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/5b8403215cffad68c064.wav,spoof,hi-en,705494,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/f621b8acc34ee59f57d1.wav,spoof,hi-en,205240,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/87b40bb2678269a682fc.wav,spoof,hi-en,705494,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/876d9702e728e003e68c.wav,spoof,hi-en,539354,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/1872e94ad32f256275ef.wav,spoof,hi-en,186783,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/e4692d370712d206a666.wav,spoof,hi-en,634568,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/07be1d83dd6819669487.wav,spoof,hi-en,987461,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/9a8149c77ee5a328f1bc.wav,spoof,hi-en,850754,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/7762ef2b9eeb57dc6216.wav,spoof,hi-en,876898,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/f483bd22290436c84bb7.wav,spoof,hi-en,142970,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/39446358e3d1eeb8a9f5.wav,spoof,hi-en,142970,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/d9df4ba15f1f8801ad4d.wav,spoof,hi-en,142970,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/e2af56074a9b0c145311.wav,spoof,hi-en,413057,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/8e5218da78662b21f3e4.wav,spoof,hi-en,322882,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/fa43bee6fc06d8de6ddd.wav,spoof,hi-en,987461,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/58bb551698e1b30c0d30.wav,spoof,hi-en,893273,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/230d68d31d490bfcdccd.wav,spoof,hi-en,705494,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/098cd4095ac01841b870.wav,spoof,hi-en,541304,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/1289998b9a5dc7af717b.wav,spoof,hi-en,142970,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/86e8c269bf89a75006ba.wav,spoof,hi-en,539354,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/f67a271f43e6a5dfa276.wav,spoof,hi-en,457295,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/caa7284f9c17b3661ec0.wav,spoof,hi-en,584991,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/53d4aa8440e82ffab8c0.wav,spoof,hi-en,975912,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/694632b03e5c1061acfc.wav,spoof,hi-en,903756,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/815a1b5e3c9be8e4454d.wav,spoof,hi-en,797767,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/8dfb075c33e4c09e7de2.wav,spoof,hi-en,903756,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/cde19518a4753a4ff697.wav,spoof,hi-en,584991,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/3fbfb6f8af31f6683918.wav,spoof,hi-en,413057,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/ca84a496d2ebf6bb0268.wav,spoof,hi-en,634568,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/03f8678d740e3a4770ff.wav,spoof,hi-en,797767,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/345dcbb50776a173c008.wav,spoof,hi-en,584991,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/f1815b1b7f9c5abe8621.wav,spoof,hi-en,322882,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/8652afa5978b33e86500.wav,spoof,hi-en,539226,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/49aec0672716042cdf68.wav,spoof,hi-en,870582,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/f3c9f286a5ce38b5fea4.wav,spoof,hi-en,539354,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/4bd0b1ddc562b4ccaba7.wav,spoof,hi-en,797767,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/423d38496845947b5d50.wav,spoof,hi-en,322882,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/10c6deb55736eb84f510.wav,spoof,hi-en,634568,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/a91cf92e1d3492045b52.wav,spoof,hi-en,445718,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/1be6d9bc89b64d7744d1.wav,spoof,hi-en,186783,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/fd158c33bb4b86058ba0.wav,spoof,hi-en,177570,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/f735aeb71bb26d40fd79.wav,spoof,hi-en,903756,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/c375efc70929c3e23603.wav,spoof,hi-en,870582,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/6904c3720b656ff3682f.wav,spoof,hi-en,850754,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/9b025b8ee9386a33c350.wav,spoof,hi-en,876898,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/6bcb6975631a6a7bc722.wav,spoof,hi-en,142970,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/fa6a44b03e155ddee7c4.wav,spoof,hi-en,797767,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/57d13b1eb0c132e2046b.wav,spoof,hi-en,987461,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/fe496017a79fd31eaae1.wav,spoof,hi-en,850754,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/3a717a06bb9988209cae.wav,spoof,hi-en,539226,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/3b58b5c416bc9721d0f3.wav,spoof,hi-en,539354,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/7d8d4ac49f8d7cea9418.wav,spoof,hi-en,457295,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/850b0dc8230751b0ad67.wav,spoof,hi-en,541304,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/675190624718226130eb.wav,spoof,hi-en,996368,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/f8fa564c011062d25900.wav,spoof,hi-en,903756,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/fe96af8ae398ed5b18f2.wav,spoof,hi-en,142970,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/00fa81a43a8f192e9ed0.wav,spoof,hi-en,445718,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/9795e53b59ef0b12a700.wav,spoof,hi-en,876898,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/ebcf769021d71af4ccf1.wav,spoof,hi-en,876898,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/44154a79fea1af72cdba.wav,spoof,hi-en,457295,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/02ba163d20a5135e6002.wav,spoof,hi-en,996368,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/12757befe7e85e8d4fcb.wav,spoof,hi-en,445718,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/9427b02e4cc898774773.wav,spoof,hi-en,541304,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/9344cb1c7abdf4d0d048.wav,spoof,hi-en,539226,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/f90c895d2ddbe7454b12.wav,spoof,hi-en,912184,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/879706b36853665c8161.wav,spoof,hi-en,876898,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/e2b0476551130a8d3b53.wav,spoof,hi-en,996368,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/c0b4b64495902dfbfad9.wav,spoof,hi-en,876898,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/e40f1683a31d23f0437a.wav,spoof,hi-en,912184,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/7b1412457b10663bf2f3.wav,spoof,hi-en,876898,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/77b61477189a3e2f32f6.wav,spoof,hi-en,457295,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/daf50757cf51868eb92f.wav,spoof,hi-en,903756,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/97c7f5a169d354a83da6.wav,spoof,hi-en,705494,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/a5bc1acb95672b83447a.wav,spoof,hi-en,996368,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/f816013b6a821b9633b0.wav,spoof,hi-en,584991,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/80d12392dedd2ea61b4f.wav,spoof,hi-en,539354,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/975b2ba49eb1521f45aa.wav,spoof,hi-en,870582,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/e4162411ea5f197025af.wav,spoof,hi-en,539226,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/9644feecaf25105aefc7.wav,spoof,hi-en,975912,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/3a8e3836a72d087ed2d3.wav,spoof,hi-en,584991,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/13b68d509af60258c384.wav,spoof,hi-en,413057,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/42ff6339282c572462f7.wav,spoof,hi-en,876898,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/3c5d608ea3954f950f7d.wav,spoof,hi-en,870582,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/86438bb6c805853c640d.wav,spoof,hi-en,850754,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/ef84d6acca2b66760d93.wav,spoof,hi-en,705494,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/3f7c9d24fa694951d87c.wav,spoof,hi-en,903756,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/f5a3dff1d24bdef24a00.wav,spoof,hi-en,870582,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/9b9737343027747ed7a3.wav,spoof,hi-en,445718,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/1aef1f273f2f463a1c0f.wav,spoof,hi-en,705494,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/aa2cd733ac38d6db918b.wav,spoof,hi-en,634568,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/7f2302766b9e06940631.wav,spoof,hi-en,584991,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/10d9e627e39c49157f41.wav,spoof,hi-en,797767,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/7b4b3f400f0c47dbb151.wav,spoof,hi-en,106718,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/9cc656888de3903f11cd.wav,spoof,hi-en,893273,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/c766bfdf05195126a9e6.wav,spoof,hi-en,584991,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/f00d2f9cc4b7d1eeda4d.wav,spoof,hi-en,186783,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/9c93eb277e2bf3d1d4a1.wav,spoof,hi-en,186783,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/0b70bf5ce6dee949610e.wav,spoof,hi-en,541304,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/97f60acc59e8a50d9901.wav,spoof,hi-en,870582,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/8453b901178ad8382109.wav,spoof,hi-en,705494,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/4a3e9cf558c8ae897db9.wav,spoof,hi-en,975912,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/a2425b06efa0f2a78d69.wav,spoof,hi-en,850754,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/1fe871056da1339cedc5.wav,spoof,hi-en,457295,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/0d791ddf72950331fa23.wav,spoof,hi-en,797767,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/376a7ad60c23596c2221.wav,spoof,hi-en,584991,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/566f40793cce3ff14ebe.wav,spoof,hi-en,205240,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/10f26a0e61e037570444.wav,spoof,hi-en,322882,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/29b94ff54acb50d0b291.wav,spoof,hi-en,975912,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/19d8c38b84ae5072e22c.wav,spoof,hi-en,186783,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/7069538e0214314fe71d.wav,spoof,hi-en,541304,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/915655a5bb3bd91aac78.wav,spoof,hi-en,205240,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/2ea455a4bd764a7a8ccc.wav,spoof,hi-en,205240,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/d6383d384f3f8fff88cf.wav,spoof,hi-en,987461,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/4255508779d455006425.wav,spoof,hi-en,413057,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/a675db0428c769eaa206.wav,spoof,hi-en,705494,xtts_v2,xtts_v2,clean,eval,
${DATA_ROOT}/clips/133de6d561d1873e259b.wav,spoof,hi-en,903756,xtts_v2,xtts_v2,clean,eval,
