job_id,cell,speaker,pool,reference_wav,transcript,transcript_source,script_class,language,tool,output_path,seed
1311,adaptation_hi,126393,adaptation,refs/126393.wav,apne computer par kisee bhee directory par project sthaan nirdisht karen,अपने computer पर किसी भी directory पर project स्थान निर्दिष्ट करें,mixed,hi,xtts_v2,outputs/xtts_v2_126393_01311.wav,8311
1312,adaptation_hi,201350,adaptation,refs/201350.wav,java kaa version chunen jise aap apne application ke saath upyog karnaa chaahte hain,java का version चुनें जिसे आप अपने application के साथ उपयोग करना चाहते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_201350_01312.wav,8312
1313,adaptation_hi,342352,adaptation,refs/342352.wav,aur server chunen jise aap apne application par prasaarit karnaa chaahte hain,और server चुनें जिसे आप अपने application पर प्रसारित करना चाहते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_342352_01313.wav,8313
1314,adaptation_hi,350956,adaptation,refs/350956.wav,project banaane ke lie finish click karen,project बनाने के लिए finish click करें,mixed,hi,xtts_v2,outputs/xtts_v2_350956_01314.wav,8314
1315,adaptation_hi,433148,adaptation,refs/433148.wav,is folder men aapke sabhee sources aur project metadata shaamil hain,इस folder में आपके सभी sources और project metadata शामिल हैं,mixed,hi,xtts_v2,outputs/xtts_v2_433148_01315.wav,8315
1316,adaptation_hi,491095,adaptation,refs/491095.wav,welcome pej index jsp mukhy window men source editor men khultaa hai,welcome पेज index jsp मुख्य window में source editor में खुलता है,mixed,hi,xtts_v2,outputs/xtts_v2_491095_01316.wav,8316
1317,adaptation_hi,702146,adaptation,refs/702146.wav,aap yahaan baaeen taraph faail window men project kee file sanrachnaa ko dekh sakte hain,आप यहाँ बाईं तरफ फ़ाइल window में project की file संरचना को देख सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_702146_01317.wav,8317
1318,adaptation_hi,707034,adaptation,refs/707034.wav,aur yah projects window men logical sanrachnaa hai,और यह projects window में logical संरचना है,mixed,hi,xtts_v2,outputs/xtts_v2_707034_01318.wav,8318
1319,adaptation_hi,804882,adaptation,refs/804882.wav,source files ko banaanaa aur edit karnaa sabse mahatvapoorn function hai jise ide pradaan kartaa hai,source files को बनाना और एडिट करना सबसे महत्वपूर्ण function है जिसे ide प्रदान करता है,mixed,hi,xtts_v2,outputs/xtts_v2_804882_01319.wav,8319
1320,adaptation_hi,901681,adaptation,refs/901681.wav,ab projects window men source packages node khultaa hai,अब projects window में source packages node खुलता है,mostly_latin,hi,xtts_v2,outputs/xtts_v2_901681_01320.wav,8320
1321,adaptation_hi,126393,adaptation,refs/126393.wav,dhyaan den ki source packages node men keval ek khaalee default package node shaamil hai,ध्यान दें कि source packages node में केवल एक खाली default package node शामिल है,mixed,hi,xtts_v2,outputs/xtts_v2_126393_01321.wav,8321
1322,adaptation_hi,201350,adaptation,refs/201350.wav,source packages par right click karen aur new> java class chunen,source packages पर right click करें और new> java class चुनें,mostly_latin,hi,xtts_v2,outputs/xtts_v2_201350_01322.wav,8322
1323,adaptation_hi,342352,adaptation,refs/342352.wav,apne class ko name den main class ko namehandler name doongaa,अपने class को name दें मैं class को namehandler name दूँगा,mixed,hi,xtts_v2,outputs/xtts_v2_342352_01323.wav,8323
1324,adaptation_hi,350956,adaptation,refs/350956.wav,aur package komboboks men main type kartaa hoon org mypackage hello,और package कोम्बोबोक्स में मैं type करता हूँ org mypackage hello,mixed,hi,xtts_v2,outputs/xtts_v2_350956_01324.wav,8324
1325,adaptation_hi,433148,adaptation,refs/433148.wav,namehandler java file source editor men khultee hai,namehandler java file source editor में खुलती है,mostly_latin,hi,xtts_v2,outputs/xtts_v2_433148_01325.wav,8325
1326,adaptation_hi,491095,adaptation,refs/491095.wav,ab class declaration ke neeche string variable ko ghoshit karen,अब class declaration के नीचे string variable को घोषित करें,mixed,hi,xtts_v2,outputs/xtts_v2_491095_01326.wav,8326
1327,adaptation_hi,702146,adaptation,refs/702146.wav,main ek string variable string name ghoshit karoongaa aur,मैं एक string variable string name घोषित करूँगा और,mixed,hi,xtts_v2,outputs/xtts_v2_702146_01327.wav,8327
1328,adaptation_hi,707034,adaptation,refs/707034.wav,main class men public namehandler constructor bhee jodoongaa,मैं class में public namehandler constructor भी जोडूँगा,mostly_latin,hi,xtts_v2,outputs/xtts_v2_707034_01328.wav,8328
1329,adaptation_hi,804882,adaptation,refs/804882.wav,add main constructor ke andar name = null; bhee jodtaa hoon,add मैं constructor के अंदर name = null; भी जोडता हूँ,mixed,hi,xtts_v2,outputs/xtts_v2_804882_01329.wav,8329
1330,adaptation_hi,901681,adaptation,refs/901681.wav,ab getter aur setter methods ko banaate hain,अब getter और setter methods को बनाते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_901681_01330.wav,8330
1331,adaptation_hi,126393,adaptation,refs/126393.wav,source editor men name field par right click karen contextual menu se refactor aur encapsulate fields chunen,source editor में name field पर right click करें contextual menu से refactor और encapsulate fields चुनें,mostly_latin,hi,xtts_v2,outputs/xtts_v2_126393_01331.wav,8331
1332,adaptation_hi,201350,adaptation,refs/201350.wav,refactoring pratyaksh behavior badle binaa maujoodaa code kee sanrachnaa men sudhaar ke lie ek anushaasit technique hai,refactoring प्रत्यक्ष behavior बदले बिना मौजूदा code की संरचना में सुधार के लिए एक अनुशासित technique है,mixed,hi,xtts_v2,outputs/xtts_v2_201350_01332.wav,8332
1333,adaptation_hi,342352,adaptation,refs/342352.wav,sankshep men aap behavior badle binaa code kee sanrachnaa ko badal sakte hain,संक्षेप में आप behavior बदले बिना code की संरचना को बदल सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_342352_01333.wav,8333
1334,adaptation_hi,350956,adaptation,refs/350956.wav,refactoring ke saath aap fields methods yaa classes cheejon ko alag kiye binaa sthaanaantarit kar sakte hain,refactoring के साथ आप fields methods या classes चीजों को अलग किये बिना स्थानांतरित कर सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_350956_01334.wav,8334
1335,adaptation_hi,433148,adaptation,refs/433148.wav,encapsulate fields dialog nem field soochee ke saath khultaa hai,encapsulate fields dialog नेम field सूची के साथ खुलता है,mixed,hi,xtts_v2,outputs/xtts_v2_433148_01335.wav,8335
1336,adaptation_hi,491095,adaptation,refs/491095.wav,dhyaan den fields visibility private ke lie set hai,ध्यान दें fields visibility private के लिए set है,mixed,hi,xtts_v2,outputs/xtts_v2_491095_01336.wav,8336
1337,adaptation_hi,702146,adaptation,refs/702146.wav,aur accessors visibility default roop se public set hai,औऱ accessors visibility default रूप से public set है,mostly_latin,hi,xtts_v2,outputs/xtts_v2_702146_01337.wav,8337
1338,adaptation_hi,707034,adaptation,refs/707034.wav,yah darshaataa hai ki class variables ke lie access modifier private ke roop men nirdisht hogaa,यह दर्शाता है कि class variables के लिए access modifier private के रूप में निर्दिष्ट होगा,mixed,hi,xtts_v2,outputs/xtts_v2_707034_01338.wav,8338
1339,adaptation_hi,804882,adaptation,refs/804882.wav,jabki getter aur setter methods kramshah public modifiers ke saath taiyaar hogaa,जबकि getter और setter methods क्रमशः public modifiers के साथ तैयार होगा,mixed,hi,xtts_v2,outputs/xtts_v2_804882_01339.wav,8339
1340,adaptation_hi,901681,adaptation,refs/901681.wav,getter aur setter methods name field ke lie taiyaar hote hain,getter और setter methods name field के लिए तैयार होते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_901681_01340.wav,8340
1341,adaptation_hi,126393,adaptation,refs/126393.wav,class variable ke lie modiphaayars private set hotaa hai jabki getter aur setter methods public modifier ke saath taiyaar hote hain,class variable के लिए मॉडिफायर्स private set होता है जबकि getter और setter methods public modifier के साथ तैयार होते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_126393_01341.wav,8341
1342,adaptation_hi,201350,adaptation,refs/201350.wav,aapkaa java class antatah is prakaar dikhnaa chaahie,आपका java class अंततः इस प्रकार दिखना चाहिए,mixed,hi,xtts_v2,outputs/xtts_v2_201350_01342.wav,8342
1343,adaptation_hi,342352,adaptation,refs/342352.wav,ab default javaserver pages file ko edit karen,अब default javaserver pages file को edit करें,mostly_latin,hi,xtts_v2,outputs/xtts_v2_342352_01343.wav,8343
1344,adaptation_hi,350956,adaptation,refs/350956.wav,source editor ke oopree bhaag men pradarshit iske teb par klik karke index jsp file par punah dhyaan den,source editor के ऊपरी भाग में प्रदर्शित इसके टेब पर क्लिक करके index jsp file पर पुनः ध्यान दें,mixed,hi,xtts_v2,outputs/xtts_v2_350956_01344.wav,8344
1345,adaptation_hi,433148,adaptation,refs/433148.wav,ab tools menu> palette par jaakar palette manager kholen aur html/jsp code clips par click karen,अब tools menu> palette पर जाकर palette manager खोलें और html/jsp code clips पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_433148_01345.wav,8345
1346,adaptation_hi,491095,adaptation,refs/491095.wav,palette manager men html forms ke option pradarshit hote hain,palette manager में html forms के option प्रदर्शित होते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_491095_01346.wav,8346
1347,adaptation_hi,702146,adaptation,refs/702146.wav,screen par dikhaaee gaee values nirdisht karen,screen पर दिखाई गई values निर्दिष्ट करें,mixed,hi,xtts_v2,outputs/xtts_v2_702146_01347.wav,8347
1348,adaptation_hi,707034,adaptation,refs/707034.wav,aur name input form ke roop men apne form ko name den,और name input form के रूप में अपने form को name दें,mixed,hi,xtts_v2,outputs/xtts_v2_707034_01348.wav,8348
1349,adaptation_hi,804882,adaptation,refs/804882.wav,index jsp file men ek html form jud jaataa hai,index jsp file में एक html form जुड जाता है,mixed,hi,xtts_v2,outputs/xtts_v2_804882_01349.wav,8349
1350,adaptation_hi,901681,adaptation,refs/901681.wav,ab palette manager se text input item chunen is kheechen aur closing form tags ke pahle pvaaint par ise rakhen,अब palette manager से text input item चुनें इस खीचें और closing form tags के पहले प्वाइंट पर इसे रखें,mixed,hi,xtts_v2,outputs/xtts_v2_901681_01350.wav,8350
1351,adaptation_hi,126393,adaptation,refs/126393.wav,insert text input dialog box men name ke rup men name nirdisht karen,insert text input dialog box में name के रुप में name निर्दिष्ट करें,mixed,hi,xtts_v2,outputs/xtts_v2_126393_01351.wav,8351
1352,adaptation_hi,201350,adaptation,refs/201350.wav,html input tag form tags ke madhy jur jaataa hai,html input tag form tags के मध्य जुड़ जाता है,mixed,hi,xtts_v2,outputs/xtts_v2_201350_01352.wav,8352
1353,adaptation_hi,342352,adaptation,refs/342352.wav,input tag se khaalee value etreebyoot dileet karen,input tag से खाली value एट्रीब्यूट डिलीट करें,mixed,hi,xtts_v2,outputs/xtts_v2_342352_01353.wav,8353
1354,adaptation_hi,350956,adaptation,refs/350956.wav,ise kheechen aur closing form tag se pahle pvaaint par rakhen,इसे खीचें और closing form tag से पहले प्वाइंट पर रखें,mixed,hi,xtts_v2,outputs/xtts_v2_350956_01354.wav,8354
1355,adaptation_hi,433148,adaptation,refs/433148.wav,an html button form tags par jur jaataa hai,an html button form tags पर जुड़ जाता है,mixed,hi,xtts_v2,outputs/xtts_v2_433148_01355.wav,8355
1356,adaptation_hi,491095,adaptation,refs/491095.wav,pahle input tag ke saamne enter your name text ko pravisht karen,पहले input tag के सामने enter your name text को प्रविष्ट करें,mixed,hi,xtts_v2,outputs/xtts_v2_491095_01356.wav,8356
1357,adaptation_hi,702146,adaptation,refs/702146.wav,ab right click karen abhee ke lie men palette manager band kartaa hoon,अब right click करें अभी के लिए में palette manager बंद करता हूँ,mixed,hi,xtts_v2,outputs/xtts_v2_702146_01357.wav,8357
1358,adaptation_hi,707034,adaptation,refs/707034.wav,apne source editor men right click karen,अपने source editor में right click करें,mixed,hi,xtts_v2,outputs/xtts_v2_707034_01358.wav,8358
1359,adaptation_hi,804882,adaptation,refs/804882.wav,apne code ke format ko theek karne ke lie format option chunen,अपने code के format को ठीक करने के लिए format option चुनें,mixed,hi,xtts_v2,outputs/xtts_v2_804882_01359.wav,8359
1360,adaptation_hi,901681,adaptation,refs/901681.wav,aapkee index jsp file ab is tarah dikhnee chaahie,आपकी index jsp file अब इस तरह दिखनी चाहिए,mixed,hi,xtts_v2,outputs/xtts_v2_901681_01360.wav,8360
1361,adaptation_hi,126393,adaptation,refs/126393.wav,projects window men helloweb projects node par right click karen new> jsp chunen,projects window में helloweb projects node पर right click करें new> jsp चुनें,mostly_latin,hi,xtts_v2,outputs/xtts_v2_126393_01361.wav,8361
1362,adaptation_hi,201350,adaptation,refs/201350.wav,file ko response name den aur finish par click karen,file को response name दें और finish पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_201350_01362.wav,8362
1363,adaptation_hi,342352,adaptation,refs/342352.wav,dhyaan den ki response jsp file node index jsp file ke neeche projects window men pradarshit hotaa hai,ध्यान दें कि response jsp file node index jsp file के नीचे projects window में प्रदर्शित होता है,mixed,hi,xtts_v2,outputs/xtts_v2_342352_01363.wav,8363
1364,adaptation_hi,350956,adaptation,refs/350956.wav,aur source editor men naee file khultee hai,और source editor में नई file खुलती है,mixed,hi,xtts_v2,outputs/xtts_v2_350956_01364.wav,8364
1365,adaptation_hi,433148,adaptation,refs/433148.wav,use bean item chunen ise kheechen aur body ke theek neeche pvaaint par ise rakhen,use bean item चुनें इसे खीचें और body के ठीक नीचे प्वाइंट पर इसे रखें,mixed,hi,xtts_v2,outputs/xtts_v2_433148_01365.wav,8365
1366,adaptation_hi,491095,adaptation,refs/491095.wav,class men org mypackage hello namehandler,class में org mypackage hello namehandler,mostly_latin,hi,xtts_v2,outputs/xtts_v2_491095_01366.wav,8366
1367,adaptation_hi,702146,adaptation,refs/702146.wav,dhyaan tag ki jsp: usebean tag body tag ke neeche jud jaataa hai,ध्यान tag कि jsp: usebean tag body tag के नीचे जुड जाता है,mixed,hi,xtts_v2,outputs/xtts_v2_702146_01367.wav,8367
1368,adaptation_hi,707034,adaptation,refs/707034.wav,javabeans java ke lie punah upyogit sophtaveyar components hain,javabeans java के लिए पुनः उपयोगित सॉफ्टवेयर components हैं,mixed,hi,xtts_v2,outputs/xtts_v2_707034_01368.wav,8368
1369,adaptation_hi,804882,adaptation,refs/804882.wav,unkaa upyog single objects men kaee objects ko samputit karne ke lie kiyaa jaataa hai,उनका उपयोग single objects में कई objects को संपुटित करने के लिए किया जाता है,mixed,hi,xtts_v2,outputs/xtts_v2_804882_01369.wav,8369
1370,adaptation_hi,901681,adaptation,refs/901681.wav,taaki ve multiple vyaktigat objects ke bajaay single bean object ke roop men passed kiye jaa saken,ताकि वे multiple व्यक्तिगत objects के बजाय single bean object के रूप में passed किये जा सकें,mixed,hi,xtts_v2,outputs/xtts_v2_901681_01370.wav,8370
1371,adaptation_hi,126393,adaptation,refs/126393.wav,yahaan jsp: setproperty tag men vah dikhaaee detaa hai khaalee value attribute dileet karen,यहाँ jsp: setproperty tag में वह दिखाई देता है खाली value attribute डिलीट करें,mixed,hi,xtts_v2,outputs/xtts_v2_126393_01371.wav,8371
1372,adaptation_hi,201350,adaptation,refs/201350.wav,aur nem attribute ke lie mybeanaur property ke lie name set karen,और नेम attribute के लिए mybeanऔर property के लिए name set करें,mixed,hi,xtts_v2,outputs/xtts_v2_201350_01372.wav,8372
1373,adaptation_hi,342352,adaptation,refs/342352.wav,dhyaan tag ki jsp: getproperty tag ab tags ke beech jur jaataa hai,ध्यान tag कि jsp: getproperty tag अब tags के बीच जुड़ जाता है,mixed,hi,xtts_v2,outputs/xtts_v2_342352_01373.wav,8373
1374,adaptation_hi,350956,adaptation,refs/350956.wav,source editor men phir se right click karen yadi aavashyak hai to apne code ke format ko theek karne ke lie format par click karen,source editor में फिर से right click करें यदि आवश्यक है तो अपने code के format को ठीक करने के लिए format पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_350956_01374.wav,8374
1375,adaptation_hi,433148,adaptation,refs/433148.wav,aglaa step hai apne web application project ko ran karnaa,अगला step है अपने web application project को रन करना,mixed,hi,xtts_v2,outputs/xtts_v2_433148_01375.wav,8375
1376,adaptation_hi,491095,adaptation,refs/491095.wav,main palette manager ko band kartaa hoon,मैं palette manager को बंद करता हूँ,mixed,hi,xtts_v2,outputs/xtts_v2_491095_01376.wav,8376
1377,adaptation_hi,702146,adaptation,refs/702146.wav,projects window men helloweb projects node par right click karen aur run option chunen,projects window में helloweb projects node पर right click करें और run option चुनें,mostly_latin,hi,xtts_v2,outputs/xtts_v2_702146_01377.wav,8377
1378,adaptation_hi,707034,adaptation,refs/707034.wav,main apne project ko button karne ke lie toolbar par button chunoongaa,मैं अपने project को button करने के लिए toolbar पर button चुनूँगा,mixed,hi,xtts_v2,outputs/xtts_v2_707034_01378.wav,8378
1379,adaptation_hi,804882,adaptation,refs/804882.wav,jab aap web application ran karte hain to ide application code banaataa aur compiles kartaa hai,जब आप web application रन करते हैं तो ide application code बनाता और compiles करता है,mixed,hi,xtts_v2,outputs/xtts_v2_804882_01379.wav,8379
1380,adaptation_hi,901681,adaptation,refs/901681.wav,server lonch karen aur server par application ko prasaarit karen,server लॉंच करें और server पर application को प्रसारित करें,mixed,hi,xtts_v2,outputs/xtts_v2_901681_01380.wav,8380
1381,adaptation_hi,126393,adaptation,refs/126393.wav,aur antatah browser window men application pradarshit hotaa hai,और अंततः browser window में application प्रदर्शित होता है,mixed,hi,xtts_v2,outputs/xtts_v2_126393_01381.wav,8381
1382,adaptation_hi,201350,adaptation,refs/201350.wav,is prakriyaa ko dekhne ke lie aap window menu se output window khol sakte hain aur output option chun sakte hain,इस प्रक्रिया को देखने के लिए आप window menu से output window खोल सकते हैं और output option चुन सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_201350_01382.wav,8382
1383,adaptation_hi,342352,adaptation,refs/342352.wav,aap dekh sakte hain ki aapkaa application saphaltaapoorvak ban gayaa hai,आप देख सकते हैं कि आपका application सफलतापूर्वक बन गया है,mixed,hi,xtts_v2,outputs/xtts_v2_342352_01383.wav,8383
1384,adaptation_hi,350956,adaptation,refs/350956.wav,index jsp pej aapke default browser men khultaa hai,index jsp पेज आपके default browser में खुलता है,mixed,hi,xtts_v2,outputs/xtts_v2_350956_01384.wav,8384
1385,adaptation_hi,433148,adaptation,refs/433148.wav,yah yahaan hai yah aapke default browser men khultaa hai,यह यहाँ है यह आपके default browser में खुलता है,mixed,hi,xtts_v2,outputs/xtts_v2_433148_01385.wav,8385
1386,adaptation_hi,491095,adaptation,refs/491095.wav,dhyaan den ki browser window kabheekbhee ide ke server output pradarshit karne se pahle khul jaataa hai,ध्यान दें कि browser window कभीकभी ide के server output प्रदर्शित करने से पहले खुल जाता है,mixed,hi,xtts_v2,outputs/xtts_v2_491095_01386.wav,8386
1387,adaptation_hi,702146,adaptation,refs/702146.wav,ab browser men text box men name pravisht karen,अब browser में text box में name प्रविष्ट करें,mixed,hi,xtts_v2,outputs/xtts_v2_702146_01387.wav,8387
1388,adaptation_hi,707034,adaptation,refs/707034.wav,udaaharnasvaroop ubuntu ok par click karen,उदाहरणस्वरूप ubuntu ok पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_707034_01388.wav,8388
1389,adaptation_hi,804882,adaptation,refs/804882.wav,response jsp pej aapko saamaany subhkaamnaaen dene ke saath khultaa hai,response jsp पेज आपको सामान्य सुभकामनाएँ देने के साथ खुलता है,mixed,hi,xtts_v2,outputs/xtts_v2_804882_01389.wav,8389
1390,adaptation_hi,901681,adaptation,refs/901681.wav,web application project par ek extension ke roop men do aur text fields pravisht karen arthaat aapke application men kul teen input text fields hain,web application project पर एक extension के रूप में दो और text fields प्रविष्ट करें अर्थात आपके application में कुल तीन input text fields हैं,mixed,hi,xtts_v2,outputs/xtts_v2_901681_01390.wav,8390
1391,adaptation_hi,126393,adaptation,refs/126393.wav,bean property set karne ke lie javabeans component kaa upyog karen aur,bean property set करने के लिए javabeans component का उपयोग करें और,mixed,hi,xtts_v2,outputs/xtts_v2_126393_01391.wav,8391
1392,adaptation_hi,201350,adaptation,refs/201350.wav,aur antatah doosre jsp pej par output punah praapt karen,और अंततः दूसरे jsp पेज पर output पुनः प्राप्त करें,mixed,hi,xtts_v2,outputs/xtts_v2_201350_01392.wav,8392
1393,adaptation_hi,342352,adaptation,refs/342352.wav,mainne apnaa niyat kaary pahle hee banaa diyaa hai,मैंने अपना नियत कार्य पहले ही बना दिया है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_342352_01393.wav,8393
1394,adaptation_hi,350956,adaptation,refs/350956.wav,main apnaa niyat kaary kholtaa hoon aur is ide men ran kartaa hoon,मैं अपना नियत कार्य खोलता हूँ और इस ide में रन करता हूँ,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_350956_01394.wav,8394
1395,adaptation_hi,433148,adaptation,refs/433148.wav,vivran pravisht karen aur ok par click karen,विवरण प्रविष्ट करें और ok पर click करें,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_433148_01395.wav,8395
1396,adaptation_hi,491095,adaptation,refs/491095.wav,output ke saath is tarah prastut honaa chaahie,output के साथ इस तरह प्रस्तुत होना चाहिए,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_491095_01396.wav,8396
1397,adaptation_hi,702146,adaptation,refs/702146.wav,screen par pradarshit link par uplabdh video dekhen,screen पर प्रदर्शित link पर उपलब्ध video देखें,mixed,hi,xtts_v2,outputs/xtts_v2_702146_01397.wav,8397
1398,adaptation_hi,707034,adaptation,refs/707034.wav,yah spoken tutorial project ko saaraanshit kartaa hai,यह spoken tutorial project को सारांशित करता है,mixed,hi,xtts_v2,outputs/xtts_v2_707034_01398.wav,8398
1399,adaptation_hi,804882,adaptation,refs/804882.wav,yadi aapke paas achchhaa bandwidth naheen hai to aap isko download karke bhee dekh sakte hain,यदि आपके पास अच्छा bandwidth नहीं है तो आप इसको download करके भी देख सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_804882_01399.wav,8399
1400,adaptation_hi,901681,adaptation,refs/901681.wav,spoken tutorial project team spoken tutorials kaa upyog karke kaaryashaalaaen bhee chalaatee hai,spoken tutorial project team spoken tutorials का उपयोग करके कार्यशालाएँ भी चलाती है,mixed,hi,xtts_v2,outputs/xtts_v2_901681_01400.wav,8400
1401,adaptation_hi,126393,adaptation,refs/126393.wav,online test pass karne vaalon ko pramaanpatr bhee dete hain,online test pass करने वालों को प्रमाणपत्र भी देते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_126393_01401.wav,8401
1402,adaptation_hi,201350,adaptation,refs/201350.wav,spoken tutorial project talktoa teacher project kaa hissaa hai,spoken tutorial project talktoa teacher project का हिस्सा है,mostly_latin,hi,xtts_v2,outputs/xtts_v2_201350_01402.wav,8402
1403,adaptation_hi,342352,adaptation,refs/342352.wav,is mission par adhik jaankaaree nimn link par uplabdh hai,इस mission पर अधिक जानकारी निम्न लिंक पर उपलब्ध है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_342352_01403.wav,8403
1404,adaptation_hi,350956,adaptation,refs/350956.wav,yah skript prabhaakar dvaaraa anuvaadit hai main yash voraa ab aapse vidaa letaa hoon,यह स्क्रिप्ट प्रभाकर द्वारा अनुवादित है मैं यश वोरा अब आपसे विदा लेता हूँ,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_350956_01404.wav,8404
1405,adaptation_hi,433148,adaptation,refs/433148.wav,linaks file system ke is spoken tutorial men aapkaa svaagat hai,लिनक्स file system के इस spoken tutorial में आपका स्वागत है,mixed,hi,xtts_v2,outputs/xtts_v2_433148_01405.wav,8405
1406,adaptation_hi,491095,adaptation,refs/491095.wav,main linaks operating system kaa istemaal kar rahee hoon,मैं लिनक्स operating system का इस्तेमाल कर रही हूँ,mixed,hi,xtts_v2,outputs/xtts_v2_491095_01406.wav,8406
1407,adaptation_hi,702146,adaptation,refs/702146.wav,yadi iske baare men aapko jaannaa hai to yah doosre tutorial men maujood hai jo,यदि इसके बारे में आपको जानना है तो यह दूसरे tutorial में मौजूद है जो,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_702146_01407.wav,8407
1408,adaptation_hi,707034,adaptation,refs/707034.wav,yah bhee dhyaan den ki linaks case sensitive hai,यह भी ध्यान दें कि लिनक्स case sensitive है,mixed,hi,xtts_v2,outputs/xtts_v2_707034_01408.wav,8408
1409,adaptation_hi,804882,adaptation,refs/804882.wav,is tutorial men istemaal kee gaee sabhee commands lower case men hain tathaa jo naheen hain unhen bataayaa gayaa hai,इस tutorial में इस्तेमाल की गई सभी commands lower case में हैं तथा जो नहीं हैं उन्हें बताया गया है,mixed,hi,xtts_v2,outputs/xtts_v2_804882_01409.wav,8409
1410,adaptation_hi,901681,adaptation,refs/901681.wav,to file kyaa hai vaastav men ham jaante hain ki file so hotee hai jismen ham documents aur papers jamaa karke rakhte hain,तो file क्या है वास्तव में हम जानते हैं कि file so होती है जिसमें हम documents और papers जमा करके रखते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_901681_01410.wav,8410
1411,adaptation_hi,126393,adaptation,refs/126393.wav,usee tarah linaks men file bhee jaankaaree sangrahit karne ke lie ek jagah hotee hai,उसी तरह लिनक्स में file भी जानकारी संग्रहित करने के लिए एक जगह होती है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_126393_01411.wav,8411
1412,adaptation_hi,201350,adaptation,refs/201350.wav,directory ko bahut saaree files aur sub directories kaa sangrah maanaa jaa saktaa hai,directory को बहुत सारी files और sub directories का संग्रह माना जा सकता है,mixed,hi,xtts_v2,outputs/xtts_v2_201350_01412.wav,8412
1413,adaptation_hi,342352,adaptation,refs/342352.wav,directory hamen files ko vyavasthit roop men sangathit karne ke lie madad kartee hai,directory हमें files को व्यवस्थित रूप में संगठित करने के लिए मदद करती है,mixed,hi,xtts_v2,outputs/xtts_v2_342352_01413.wav,8413
1414,adaptation_hi,350956,adaptation,refs/350956.wav,ye vahee hai jinhen ham vindoz men folders kahte hain,ये वही है जिन्हें हम विन्डोज़ में folders कहते हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_350956_01414.wav,8414
1415,adaptation_hi,433148,adaptation,refs/433148.wav,linaks men alagalag users apnee directories ke saath files rakh sakte hain jinhen doosre vyakti roopaantarit naheen kar sakte hain,लिनक्स में अलगअलग users अपनी directories के साथ files रख सकते हैं जिन्हें दूसरे व्यक्ति रूपांतरित नहीं कर सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_433148_01415.wav,8415
1416,adaptation_hi,491095,adaptation,refs/491095.wav,vaise bhee yadi directories na hotee to system kee saaree files ko alag anokhe naam dene parte jinhen banaae rakhnaa bahut hee kathin hotaa,वैसे भी यदि directories न होती तो system की सारी files को अलग अनोखे नाम देने पड़ते जिन्हें बनाए रखना बहुत ही कठिन होता,mixed,hi,xtts_v2,outputs/xtts_v2_491095_01416.wav,8416
1417,adaptation_hi,702146,adaptation,refs/702146.wav,vaastav men linaks men teen tarah kee files hotee hain,वास्तव में लिनक्स में तीन तरह की files होती हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_702146_01417.wav,8417
1418,adaptation_hi,707034,adaptation,refs/707034.wav,regular yaa ordinary files – ismen aksharon kee dhaaraa ke roop men data maujood rahtaa hai,regular या ordinary files – इसमें अक्षरों की धारा के रूप में data मौजूद रहता है,mixed,hi,xtts_v2,outputs/xtts_v2_707034_01418.wav,8418
1419,adaptation_hi,804882,adaptation,refs/804882.wav,linaks men sabhee files sambandhit hain sankshipt men ve bhee hamaaree tarah hee ek parivaar ke roop men hotee hain,लिनक्स में सभी files संबन्धित हैं संक्षिप्त में वे भी हमारी तरह ही एक परिवार के रूप में होती हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_804882_01419.wav,8419
